type,job,job_require,skill,path
multi_hop_synonym,Infra (Travel) #1,Git,Github,"['Infra (Travel) #1', 'require>', 'Git', 'synonym>', 'Version Control (Github)', 'synonym<', 'Github']"
multi_hop_synonym,Infra (Travel) #1,Git,Bitbucket,"['Infra (Travel) #1', 'require>', 'Git', 'synonym<', 'Bitbucket']"
multi_hop_synonym,Infra (Travel) #1,Docker,Dockers,"['Infra (Travel) #1', 'require>', 'Docker', 'synonym>', 'Dockers']"
multi_hop_synonym,Infra (Travel) #1,CI/CD Systems,Continuous Integration/Continuous Delivery Systems,"['Infra (Travel) #1', 'require>', 'CI/CD Systems', 'synonym<', 'Continuous Integration/Continuous Delivery Systems']"
multi_hop_synonym,Infra (Travel) #1,GitLab,Git,"['Infra (Travel) #1', 'require>', 'GitLab', 'synonym>', 'Git']"
multi_hop_synonym,Infra (Travel) #1,GitLab,GitHub,"['Infra (Travel) #1', 'require>', 'GitLab', 'synonym>', 'Git', 'synonym<', 'GitHub']"
multi_hop_synonym,Infra (Travel) #1,GitLab,Version Control (Github),"['Infra (Travel) #1', 'require>', 'GitLab', 'synonym>', 'Git', 'synonym>', 'Version Control (Github)']"
multi_hop_synonym,Infra (Travel) #1,GitLab,Github,"['Infra (Travel) #1', 'require>', 'GitLab', 'synonym>', 'Git', 'synonym>', 'Version Control (Github)', 'synonym<', 'Github']"
multi_hop_synonym,Infra (Travel) #1,GitLab,Bitbucket,"['Infra (Travel) #1', 'require>', 'GitLab', 'synonym>', 'Git', 'synonym<', 'Bitbucket']"
multi_hop_synonym,Infra (Travel) #1,CI/CD Pipelines,Continuous Integration/Continuous Deployment Pipelines,"['Infra (Travel) #1', 'require>', 'CI/CD Pipelines', 'synonym<', 'Continuous Integration/Continuous Deployment Pipelines']"
multi_hop_synonym,Infra (Travel) #1,CI/CD Pipelines,Continuous Integration/Continuous Delivery Pipelines,"['Infra (Travel) #1', 'require>', 'CI/CD Pipelines', 'synonym<', 'Continuous Integration/Continuous Delivery Pipelines']"
multi_hop_synonym,Infra (Travel) #1,Configuration as Code,CAC,"['Infra (Travel) #1', 'require>', 'Configuration as Code', 'synonym<', 'CAC']"
multi_hop_synonym,Infra (Travel) #1,ILO,Integrated Lights-Out,"['Infra (Travel) #1', 'require>', 'ILO', 'synonym<', 'Integrated Lights-Out']"
multi_hop_synonym,Infra (Travel) #1,DRAC,Dell Remote Access Controller,"['Infra (Travel) #1', 'require>', 'DRAC', 'synonym<', 'Dell Remote Access Controller']"
multi_hop_synonym,Infra (Travel) #1,Resilient Systems,Fault-Tolerant Systems,"['Infra (Travel) #1', 'require>', 'Resilient Systems', 'synonym>', 'Fault-Tolerant Systems']"
multi_hop_synonym,Infra (Travel) #1,Resilient Systems,Fault Tolerance,"['Infra (Travel) #1', 'require>', 'Resilient Systems', 'synonym>', 'Fault-Tolerant Systems', 'synonym<', 'Fault Tolerance']"
multi_hop_synonym,Infra (Travel) #1,Highly Available Systems,HA Systems,"['Infra (Travel) #1', 'require>', 'Highly Available Systems', 'synonym<', 'HA Systems']"
multi_hop_synonym,QA (MedTech) #1,CI/CD Pipelines,Continuous Integration/Continuous Deployment Pipelines,"['QA (MedTech) #1', 'require>', 'CI/CD Pipelines', 'synonym<', 'Continuous Integration/Continuous Deployment Pipelines']"
multi_hop_synonym,QA (MedTech) #1,CI/CD Pipelines,Continuous Integration/Continuous Delivery Pipelines,"['QA (MedTech) #1', 'require>', 'CI/CD Pipelines', 'synonym<', 'Continuous Integration/Continuous Delivery Pipelines']"
multi_hop_synonym,QA (MedTech) #1,Domain-Driven Design,DDD,"['QA (MedTech) #1', 'require>', 'Domain-Driven Design', 'synonym<', 'DDD']"
multi_hop_synonym,QA (MedTech) #1,Agile Development Frameworks,Agile Methodologies,"['QA (MedTech) #1', 'require>', 'Agile Development Frameworks', 'synonym<', 'Agile Methodologies']"
multi_hop_synonym,QA (MedTech) #1,Agile Development Frameworks,Agile,"['QA (MedTech) #1', 'require>', 'Agile Development Frameworks', 'synonym<', 'Agile Methodologies', 'synonym<', 'Agile']"
multi_hop_synonym,QA (MedTech) #1,Agile Development Frameworks,Agile Methodology,"['QA (MedTech) #1', 'require>', 'Agile Development Frameworks', 'synonym<', 'Agile Methodologies', 'synonym<', 'Agile', 'synonym>', 'Agile Methodology']"
multi_hop_synonym,QA (MedTech) #1,Agile Development Frameworks,Agile Software Development,"['QA (MedTech) #1', 'require>', 'Agile Development Frameworks', 'synonym<', 'Agile Methodologies', 'synonym<', 'Agile', 'synonym>', 'Agile Software Development']"
multi_hop_synonym,QA (MedTech) #1,Agile Development Frameworks,Agile Development,"['QA (MedTech) #1', 'require>', 'Agile Development Frameworks', 'synonym<', 'Agile Methodologies', 'synonym<', 'Agile', 'synonym>', 'Agile Software Development', 'synonym>', 'Agile Development']"
multi_hop_synonym,QA (MedTech) #1,Auto-DCA,Automated Dollar Cost Averaging,"['QA (MedTech) #1', 'require>', 'Auto-DCA', 'synonym<', 'Automated Dollar Cost Averaging']"
multi_hop_synonym,QA (MedTech) #1,Fintech,Financial Technology,"['QA (MedTech) #1', 'require>', 'Fintech', 'synonym<', 'Financial Technology']"
multi_hop_synonym,QA (MedTech) #1,Fintech,FinTech,"['QA (MedTech) #1', 'require>', 'Fintech', 'synonym<', 'Financial Technology', 'synonym>', 'FinTech']"
multi_hop_synonym,QA (MedTech) #1,Test Automation Scripts,Automated Test Scripts,"['QA (MedTech) #1', 'require>', 'Test Automation Scripts', 'synonym<', 'Automated Test Scripts']"
multi_hop_synonym,QA (MedTech) #1,AI-Assisted Test Case Generation,Artificial Intelligence Assisted Test Case Generation,"['QA (MedTech) #1', 'require>', 'AI-Assisted Test Case Generation', 'synonym<', 'Artificial Intelligence Assisted Test Case Generation']"
multi_hop_synonym,QA (MedTech) #1,Software QA Engineer,Quality Assurance Engineer,"['QA (MedTech) #1', 'require>', 'Software QA Engineer', 'synonym<', 'Quality Assurance Engineer']"
multi_hop_synonym,QA (MedTech) #1,Software QA Engineer,QA Engineer,"['QA (MedTech) #1', 'require>', 'Software QA Engineer', 'synonym<', 'QA Engineer']"
multi_hop_synonym,QA (MedTech) #1,Contract,Contractual,"['QA (MedTech) #1', 'require>', 'Contract', 'synonym<', 'Contractual']"
multi_hop_synonym,QA (MedTech) #1,Contract,Temporary,"['QA (MedTech) #1', 'require>', 'Contract', 'synonym<', 'Temporary']"
multi_hop_synonym,QA (MedTech) #1,Digital Asset Trading Platform,Cryptocurrency Exchange,"['QA (MedTech) #1', 'require>', 'Digital Asset Trading Platform', 'synonym<', 'Cryptocurrency Exchange']"
multi_hop_synonym,QA (MedTech) #1,Digital Asset Trading Platform,Digital Currency Marketplace,"['QA (MedTech) #1', 'require>', 'Digital Asset Trading Platform', 'synonym<', 'Digital Currency Marketplace']"
multi_hop_synonym,QA (MedTech) #1,Test Strategies,Testing Approaches,"['QA (MedTech) #1', 'require>', 'Test Strategies', 'synonym<', 'Testing Approaches']"
multi_hop_synonym,QA (MedTech) #1,Test Strategies,Test Methodologies,"['QA (MedTech) #1', 'require>', 'Test Strategies', 'synonym<', 'Test Methodologies']"
multi_hop_synonym,QA (MedTech) #1,Automation Frameworks,Test Automation Frameworks,"['QA (MedTech) #1', 'require>', 'Automation Frameworks', 'synonym<', 'Test Automation Frameworks']"
multi_hop_synonym,QA (MedTech) #1,Quality Standards,Quality Assurance Standards,"['QA (MedTech) #1', 'require>', 'Quality Standards', 'synonym<', 'Quality Assurance Standards']"
multi_hop_synonym,QA (MedTech) #1,Test Planning,Test Plan Creation,"['QA (MedTech) #1', 'require>', 'Test Planning', 'synonym<', 'Test Plan Creation']"
multi_hop_synonym,QA (MedTech) #1,Test Planning,Test Design,"['QA (MedTech) #1', 'require>', 'Test Planning', 'synonym<', 'Test Design']"
multi_hop_synonym,QA (MedTech) #1,Test Execution,Test Runs,"['QA (MedTech) #1', 'require>', 'Test Execution', 'synonym<', 'Test Runs']"
multi_hop_synonym,QA (MedTech) #1,Test Execution,Execution,"['QA (MedTech) #1', 'require>', 'Test Execution', 'synonym<', 'Execution']"
multi_hop_synonym,QA (MedTech) #1,QA Technologies,Quality Assurance Technologies,"['QA (MedTech) #1', 'require>', 'QA Technologies', 'synonym<', 'Quality Assurance Technologies']"
multi_hop_synonym,QA (MedTech) #1,QA Technologies,Testing Tools,"['QA (MedTech) #1', 'require>', 'QA Technologies', 'synonym<', 'Testing Tools']"
multi_hop_synonym,QA (MedTech) #1,Risk Assessments,Risk Analysis,"['QA (MedTech) #1', 'require>', 'Risk Assessments', 'synonym<', 'Risk Analysis']"
multi_hop_synonym,QA (MedTech) #1,Risk Assessments,Vulnerability Assessment,"['QA (MedTech) #1', 'require>', 'Risk Assessments', 'synonym<', 'Vulnerability Assessment']"
multi_hop_synonym,QA (MedTech) #1,Test Cases,Test Scenarios,"['QA (MedTech) #1', 'require>', 'Test Cases', 'synonym<', 'Test Scenarios']"
multi_hop_synonym,QA (MedTech) #1,Defect Analysis,Root Cause Analysis,"['QA (MedTech) #1', 'require>', 'Defect Analysis', 'synonym<', 'Root Cause Analysis']"
multi_hop_synonym,QA (MedTech) #1,Software Defects,Bugs,"['QA (MedTech) #1', 'require>', 'Software Defects', 'synonym<', 'Bugs']"
multi_hop_synonym,QA (MedTech) #1,Software Defects,Errors,"['QA (MedTech) #1', 'require>', 'Software Defects', 'synonym<', 'Errors']"
multi_hop_synonym,QA (MedTech) #1,Security Vulnerabilities,Security Flaws,"['QA (MedTech) #1', 'require>', 'Security Vulnerabilities', 'synonym<', 'Security Flaws']"
multi_hop_synonym,QA (MedTech) #1,Security Vulnerabilities,Exploitable Weaknesses,"['QA (MedTech) #1', 'require>', 'Security Vulnerabilities', 'synonym<', 'Exploitable Weaknesses']"
multi_hop_synonym,QA (MedTech) #1,Production Environment,Live Environment,"['QA (MedTech) #1', 'require>', 'Production Environment', 'synonym<', 'Live Environment']"
multi_hop_synonym,QA (MedTech) #1,Software Testing Lifecycle,STLC,"['QA (MedTech) #1', 'require>', 'Software Testing Lifecycle', 'synonym<', 'STLC']"
multi_hop_synonym,QA (MedTech) #1,Automation Development,Test Automation Engineering,"['QA (MedTech) #1', 'require>', 'Automation Development', 'synonym<', 'Test Automation Engineering']"
multi_hop_synonym,QA (MedTech) #1,Defect Management,Bug Tracking,"['QA (MedTech) #1', 'require>', 'Defect Management', 'synonym<', 'Bug Tracking']"
multi_hop_synonym,QA (MedTech) #1,Defect Management,Issue Tracking,"['QA (MedTech) #1', 'require>', 'Defect Management', 'synonym<', 'Issue Tracking']"
multi_hop_synonym,QA (MedTech) #1,TypeScript,TS,"['QA (MedTech) #1', 'require>', 'TypeScript', 'synonym<', 'TS']"
multi_hop_synonym,QA (MedTech) #1,UI Testing,User Interface Testing,"['QA (MedTech) #1', 'require>', 'UI Testing', 'synonym<', 'User Interface Testing']"
multi_hop_synonym,QA (MedTech) #1,API Testing,Application Programming Interface Testing,"['QA (MedTech) #1', 'require>', 'API Testing', 'synonym<', 'Application Programming Interface Testing']"
multi_hop_synonym,QA (MedTech) #1,Endurance Tests,Soak Tests,"['QA (MedTech) #1', 'require>', 'Endurance Tests', 'synonym<', 'Soak Tests']"
multi_hop_synonym,QA (MedTech) #1,Software Testing Methodologies,Testing Types,"['QA (MedTech) #1', 'require>', 'Software Testing Methodologies', 'synonym<', 'Testing Types']"
multi_hop_synonym,QA (MedTech) #1,Bug Reports,Defect Reports,"['QA (MedTech) #1', 'require>', 'Bug Reports', 'synonym<', 'Defect Reports']"
multi_hop_synonym,QA (MedTech) #1,Bug Reports,Issue Reports,"['QA (MedTech) #1', 'require>', 'Bug Reports', 'synonym<', 'Issue Reports']"
multi_hop_synonym,QA (MedTech) #1,PostgreSQL,Postgres,"['QA (MedTech) #1', 'require>', 'PostgreSQL', 'synonym<', 'Postgres']"
multi_hop_synonym,QA (MedTech) #1,PostgreSQL,PostgreSQL,"['QA (MedTech) #1', 'require>', 'PostgreSQL', 'synonym<', 'Postgres', 'synonym<', 'PostgreSQL']"
multi_hop_synonym,QA (MedTech) #1,PostgreSQL,PostgreSQL,"['QA (MedTech) #1', 'require>', 'PostgreSQL', 'synonym<', 'Postgres', 'synonym<', 'PostgreSQL', 'synonym<', 'PostgreSQL']"
multi_hop_synonym,QA (MedTech) #1,PostgreSQL,Postgres,"['QA (MedTech) #1', 'require>', 'PostgreSQL', 'synonym>', 'Postgres']"
multi_hop_synonym,QA (MedTech) #1,PostgreSQL,PostgreSQL,"['QA (MedTech) #1', 'require>', 'PostgreSQL', 'synonym>', 'Postgres', 'synonym>', 'PostgreSQL']"
multi_hop_synonym,QA (MedTech) #1,PostgreSQL,PostgreSQL,"['QA (MedTech) #1', 'require>', 'PostgreSQL', 'synonym>', 'Postgres', 'synonym>', 'PostgreSQL', 'synonym<', 'PostgreSQL']"
multi_hop_synonym,QA (MedTech) #1,PostgreSQL,PostgreSQL,"['QA (MedTech) #1', 'require>', 'PostgreSQL', 'synonym<', 'PostgreSQL']"
multi_hop_synonym,QA (MedTech) #1,PostgreSQL,Postgres,"['QA (MedTech) #1', 'require>', 'PostgreSQL', 'synonym<', 'PostgreSQL', 'synonym<', 'Postgres']"
multi_hop_synonym,QA (MedTech) #1,PostgreSQL,PostgreSQL,"['QA (MedTech) #1', 'require>', 'PostgreSQL', 'synonym<', 'PostgreSQL', 'synonym<', 'Postgres', 'synonym<', 'PostgreSQL']"
multi_hop_synonym,QA (MedTech) #1,PostgreSQL,Postgres,"['QA (MedTech) #1', 'require>', 'PostgreSQL', 'synonym<', 'PostgreSQL', 'synonym>', 'Postgres']"
multi_hop_synonym,QA (MedTech) #1,PostgreSQL,PostgreSQL,"['QA (MedTech) #1', 'require>', 'PostgreSQL', 'synonym<', 'PostgreSQL', 'synonym>', 'Postgres', 'synonym>', 'PostgreSQL']"
multi_hop_synonym,Fullstack (FinTech) #2,Dockers,Docker,"['Fullstack (FinTech) #2', 'require>', 'Dockers', 'synonym<', 'Docker']"
multi_hop_synonym,Fullstack (FinTech) #2,CI/CD,Continuous Integration/Continuous Deployment,"['Fullstack (FinTech) #2', 'require>', 'CI/CD', 'synonym<', 'Continuous Integration/Continuous Deployment']"
multi_hop_synonym,Fullstack (FinTech) #2,CI/CD,CICD,"['Fullstack (FinTech) #2', 'require>', 'CI/CD', 'synonym<', 'Continuous Integration/Continuous Deployment', 'synonym<', 'CICD']"
multi_hop_synonym,Fullstack (FinTech) #2,CI/CD,Continuous Delivery,"['Fullstack (FinTech) #2', 'require>', 'CI/CD', 'synonym<', 'Continuous Delivery']"
multi_hop_synonym,Fullstack (FinTech) #2,CI/CD,CI/CD pipelines,"['Fullstack (FinTech) #2', 'require>', 'CI/CD', 'synonym<', 'CI/CD pipelines']"
multi_hop_synonym,Fullstack (FinTech) #2,CI/CD,Continuous Integration,"['Fullstack (FinTech) #2', 'require>', 'CI/CD', 'synonym<', 'Continuous Integration']"
multi_hop_synonym,Fullstack (FinTech) #2,CI/CD,CI,"['Fullstack (FinTech) #2', 'require>', 'CI/CD', 'synonym<', 'Continuous Integration', 'synonym<', 'CI']"
multi_hop_synonym,Fullstack (FinTech) #2,CI/CD,Continuous Deployment,"['Fullstack (FinTech) #2', 'require>', 'CI/CD', 'synonym<', 'Continuous Deployment']"
multi_hop_synonym,Fullstack (FinTech) #2,CI/CD,CD,"['Fullstack (FinTech) #2', 'require>', 'CI/CD', 'synonym<', 'Continuous Deployment', 'synonym<', 'CD']"
multi_hop_synonym,Fullstack (FinTech) #2,Acceptance Test,Acceptance Testing,"['Fullstack (FinTech) #2', 'require>', 'Acceptance Test', 'synonym<', 'Acceptance Testing']"
multi_hop_synonym,Fullstack (FinTech) #2,Unit Test,Unit Testing,"['Fullstack (FinTech) #2', 'require>', 'Unit Test', 'synonym<', 'Unit Testing']"
multi_hop_synonym,Fullstack (FinTech) #2,Automate Testing,Automated Testing,"['Fullstack (FinTech) #2', 'require>', 'Automate Testing', 'synonym<', 'Automated Testing']"
multi_hop_synonym,Fullstack (FinTech) #2,Automate Testing,Automation,"['Fullstack (FinTech) #2', 'require>', 'Automate Testing', 'synonym<', 'Automated Testing', 'synonym>', 'Automation']"
multi_hop_synonym,Fullstack (FinTech) #2,Automate Testing,Robotic Process Automation (RPA),"['Fullstack (FinTech) #2', 'require>', 'Automate Testing', 'synonym<', 'Automated Testing', 'synonym>', 'Automation', 'synonym<', 'Robotic Process Automation (RPA)']"
multi_hop_synonym,Fullstack (FinTech) #2,Agile Methodologies,Agile Development Frameworks,"['Fullstack (FinTech) #2', 'require>', 'Agile Methodologies', 'synonym>', 'Agile Development Frameworks']"
multi_hop_synonym,Fullstack (FinTech) #2,Agile Methodologies,Agile,"['Fullstack (FinTech) #2', 'require>', 'Agile Methodologies', 'synonym<', 'Agile']"
multi_hop_synonym,Fullstack (FinTech) #2,Agile Methodologies,Agile Methodology,"['Fullstack (FinTech) #2', 'require>', 'Agile Methodologies', 'synonym<', 'Agile', 'synonym>', 'Agile Methodology']"
multi_hop_synonym,Fullstack (FinTech) #2,Agile Methodologies,Agile Software Development,"['Fullstack (FinTech) #2', 'require>', 'Agile Methodologies', 'synonym<', 'Agile', 'synonym>', 'Agile Software Development']"
multi_hop_synonym,Fullstack (FinTech) #2,Agile Methodologies,Agile Development,"['Fullstack (FinTech) #2', 'require>', 'Agile Methodologies', 'synonym<', 'Agile', 'synonym>', 'Agile Software Development', 'synonym>', 'Agile Development']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Structured Query Language,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym>', 'Structured Query Language']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,SQL,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Structured Query Language (SQL),"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym>', 'Structured Query Language (SQL)']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Structured Query Language (SQL) Database,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,SQL Database,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Relational Database,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,RDB,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'RDB']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Relational Database Management System,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,RDBMS,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Relational Databases,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS', 'synonym>', 'Relational Databases']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,SQL Databases,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS', 'synonym>', 'Relational Databases', 'synonym<', 'SQL Databases']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Structured Query Language (SQL),"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym>', 'Structured Query Language (SQL)']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Structured Query Language (SQL) Database,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,SQL Database,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Relational Database,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,RDB,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'RDB']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Relational Database Management System,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,RDBMS,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Relational Databases,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS', 'synonym>', 'Relational Databases']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,SQL Databases,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS', 'synonym>', 'Relational Databases', 'synonym<', 'SQL Databases']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Structured Query Language,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,SQL,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Structured Query Language (SQL),"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym>', 'Structured Query Language (SQL)']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Structured Query Language (SQL) Database,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,SQL Database,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Relational Database,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,RDB,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'RDB']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Relational Database Management System,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,RDBMS,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,Relational Databases,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS', 'synonym>', 'Relational Databases']"
multi_hop_synonym,Fullstack (FinTech) #2,SQL,SQL Databases,"['Fullstack (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS', 'synonym>', 'Relational Databases', 'synonym<', 'SQL Databases']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym<', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React.js']"
